,timestamp,entry_price,exit_price,tfm_trend,xgb_pred,signal,actual_return,strategy_return,equity,benchmark,peak,drawdown
0,2025-10-26 17:15:00,113669.28,114958.51,-2.5527189,6.48255e-06,-1,0.011341938648683231,-0.011341938648683231,987.6580613513167,1011.3419386486833,987.6580613513167,0.0
1,2025-10-27 03:55:00,114958.51,114976.9,0.46216783,-1.6153823e-05,1,0.00015997075814569464,0.00015997075814569464,986.8283996988284,1011.5037237853535,987.6580613513167,-0.0008400292418543343
2,2025-10-27 14:35:00,114976.9,114245.08,11.142593,3.900036e-06,1,-0.006364930694774276,-0.006364930694774276,979.5604769274115,1005.0655726859536,987.6580613513167,-0.008198773179480812
3,2025-10-28 01:15:00,114245.08,114357.73,-1.4454355,1.1717324e-05,-1,0.0009860380858413699,-0.0009860380858413699,977.6150325128488,1006.0566056193898,987.6580613513167,-0.010168528189530623
4,2025-10-28 11:55:00,114357.73,113142.85,1.4817914,-3.92656e-06,1,-0.010623505730657562,-0.010623505730657562,966.2517185800588,995.3687575042263,987.6580613513167,-0.02167383997450467
5,2025-10-28 22:35:00,113142.85,113048.89,0.5736343,2.6598034e-06,1,-0.0008304545978822913,-0.0008304545978822913,964.4830386790721,994.5421489429685,987.6580613513167,-0.023464621592351964
6,2025-10-29 09:15:00,113048.89,110640.0,3.7194881,1.36741e-07,1,-0.02130839144019901,-0.02130839144019901,942.9669735147868,973.3500555295151,987.6580613513167,-0.04524955506907269
7,2025-10-29 19:55:00,110640.0,110241.49,-1.7738066,3.7850772e-05,-1,-0.003601861894432346,0.003601861894432346,945.4204433508833,969.8441830545596,987.6580613513167,-0.0427654262677144
8,2025-10-30 06:35:00,110241.49,107330.47,12.2527685,-1.6412136e-05,1,-0.02640584774389392,-0.02640584774389392,919.5103946264444,944.2346252215198,987.6580613513167,-0.06899925125061246
9,2025-10-30 17:15:00,107330.47,109227.86,3.2282233,6.850814e-06,1,0.017678018180671336,0.017678018180671336,934.8460057053405,960.9268220930052,987.6580613513167,-0.05347200383675155
10,2025-10-31 03:55:00,109227.86,110031.99,-12.050997,2.34841e-06,-1,0.00736194959784074,-0.00736194959784074,927.0288705238897,968.0011169244672,987.6580613513167,-0.061386823233613885
11,2025-10-31 14:35:00,110031.99,109724.06,19.967335,-4.2729193e-06,1,-0.0027985497672086777,-0.0027985497672086777,923.5075052235654,965.2921176240404,987.6580613513167,-0.06495219209771885
12,2025-11-01 01:15:00,109724.06,110137.59,3.730807,-1.3897608e-06,1,0.003768817887343932,0.003768817887343932,926.0645293231248,968.9301278234539,987.6580613513167,-0.0623632150016773
13,2025-11-01 11:55:00,110137.59,110050.11,0.3945005,1.100052e-05,1,-0.0007942792283724016,-0.0007942792283724016,924.4029109740278,968.1605267491796,987.6580613513167,-0.06404559720875769
14,2025-11-01 22:35:00,110050.11,110962.29,0.97053397,-3.1698505e-06,1,0.008288769543256186,0.008288769543256186,931.1406707572327,976.1853862362809,987.6580613513167,-0.057223641263816405
